FIPS,State,County,CACFP_PART_2016,CONVS16,CONVSPTH16,FFR16,FFRPTH16,FSR16,FSRPTH16,GROC16,GROCPTH16,NSLP_PART_2016,PCT_WICINFANTCHILD16,PCT_WICWOMEN16,RECFAC16,RECFACPTH16,REDEMP_WICS16,SBP_PART_2016,SFSP_PART_2016,SNAP_BBCE16,SNAP_CAP16,SNAP_OAPP16,SNAP_PART_RATE16,SPECS16,SPECSPTH16,SUPERC16,SUPERCPTH16,State_Population_2016,WICS16,WICSPTH16,WIC_PART_2016,Population_Estimate_2016
1049,AL,dekalb,59447.5,50,0,40,0,32,0,16,0,525930.9601,32.91087574,3.309759047,3,0,139574.2344,266951.9358,48691.0,1.0,0.0,1.0,86.898,3,0,1,0,4864745,11.0,0.154709503,129159.9167,71101
1051,AL,elmore,59447.5,55,0,39,0,40,0,8,0,525930.9601,32.91087574,3.309759047,4,0,150784.3281,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,2,0,4864745,9.0,0.11075151,129159.9167,81263
1053,AL,escambia,59447.5,30,0,28,0,19,0,4,0,525930.9601,32.91087574,3.309759047,2,0,148498.1719,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,2,0,4864745,6.0,0.160051212,129159.9167,37488
1055,AL,etowah,59447.5,70,0,85,0,58,0,14,0,525930.9601,32.91087574,3.309759047,8,0,156642.7031,266951.9358,48691.0,1.0,0.0,1.0,86.898,6,0,2,0,4864745,14.0,0.136121884,129159.9167,102849
1057,AL,fayette,59447.5,8,0,13,0,9,0,4,0,525930.9601,32.91087574,3.309759047,0,0,74313.35938,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,1,0,4864745,4.0,0.241618842,129159.9167,16555
1059,AL,franklin,59447.5,20,0,17,0,17,0,10,0,525930.9601,32.91087574,3.309759047,3,0,129105.8203,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,0,1,0,4864745,7.0,0.221141085,129159.9167,31654
1061,AL,geneva,59447.5,15,0,10,0,19,0,10,0,525930.9601,32.91087574,3.309759047,0,0,64855.32813,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,0,0,0,4864745,7.0,0.264170885,129159.9167,26498
1063,AL,greene,59447.5,13,1,2,0,2,0,2,0,525930.9601,32.91087574,3.309759047,0,0,125394.2422,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,2.0,0.235765651,129159.9167,8483
1065,AL,hale,59447.5,12,0,10,0,4,0,2,0,525930.9601,32.91087574,3.309759047,0,0,153736.6094,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,2.0,0.134816319,129159.9167,14835
1067,AL,henry,59447.5,12,0,13,0,8,0,2,0,525930.9601,32.91087574,3.309759047,0,0,53174.51172,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,0,0,0,4864745,4.0,0.234150916,129159.9167,17083
1069,AL,houston,59447.5,71,0,116,1,73,0,17,0,525930.9601,32.91087574,3.309759047,10,0,110966.2734,266951.9358,48691.0,1.0,0.0,1.0,86.898,6,0,3,0,4864745,22.0,0.211053446,129159.9167,104239
1071,AL,jackson,59447.5,42,0,32,0,26,0,11,0,525930.9601,32.91087574,3.309759047,1,0,71070.08594,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,0,1,0,4864745,11.0,0.211343378,129159.9167,52048
1073,AL,jefferson,59447.5,459,0,709,1,392,0,107,0,525930.9601,32.91087574,3.309759047,73,0,135000.4688,266951.9358,48691.0,1.0,0.0,1.0,86.898,40,0,19,0,4864745,79.0,0.119637877,129159.9167,660326
1075,AL,lamar,59447.5,9,0,6,0,7,0,4,0,525930.9601,32.91087574,3.309759047,0,0,49199.70313,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,4.0,0.287211895,129159.9167,13927
1077,AL,lauderdale,59447.5,49,0,71,0,69,0,19,0,525930.9601,32.91087574,3.309759047,9,0,82345.20313,266951.9358,48691.0,1.0,0.0,1.0,86.898,4,0,3,0,4864745,18.0,0.194685102,129159.9167,92457
1079,AL,lawrence,59447.5,20,0,15,0,15,0,3,0,525930.9601,32.91087574,3.309759047,2,0,123161.2891,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,0,1,0,4864745,4.0,0.120362289,129159.9167,33233
1081,AL,lee,59447.5,79,0,145,0,102,0,18,0,525930.9601,32.91087574,3.309759047,7,0,121025.6719,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,0,3,0,4864745,16.0,0.100441314,129159.9167,159297
1083,AL,limestone,59447.5,59,0,52,0,44,0,10,0,525930.9601,32.91087574,3.309759047,7,0,144126.0156,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,0,1,0,4864745,8.0,0.086168826,129159.9167,92841
1085,AL,lowndes,59447.5,9,0,1,0,2,0,2,0,525930.9601,32.91087574,3.309759047,1,0,81811.75781,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,2.0,0.195064858,129159.9167,10253
1087,AL,macon,59447.5,13,0,9,0,3,0,4,0,525930.9601,32.91087574,3.309759047,0,0,78506.99219,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,4.0,0.209819555,129159.9167,19064
1089,AL,madison,59447.5,217,0,333,0,223,0,46,0,525930.9601,32.91087574,3.309759047,50,0,103763.4375,266951.9358,48691.0,1.0,0.0,1.0,86.898,23,0,14,0,4864745,44.0,0.123311125,129159.9167,356821
1091,AL,marengo,59447.5,21,1,18,0,12,0,3,0,525930.9601,32.91087574,3.309759047,2,0,110890.7422,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,0,1,0,4864745,5.0,0.256200045,129159.9167,19516
1093,AL,marion,59447.5,23,0,19,0,21,0,3,0,525930.9601,32.91087574,3.309759047,3,0,91081.64063,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,0,2,0,4864745,6.0,0.200240284,129159.9167,29964
1095,AL,marshall,59447.5,74,0,80,0,62,0,22,0,525930.9601,32.91087574,3.309759047,4,0,184169.875,266951.9358,48691.0,1.0,0.0,1.0,86.898,4,0,3,0,4864745,16.0,0.168203279,129159.9167,95123
1097,AL,mobile,59447.5,250,0,276,0,218,0,56,0,525930.9601,32.91087574,3.309759047,31,0,166927.2031,266951.9358,48691.0,1.0,0.0,1.0,86.898,25,0,10,0,4864745,55.0,0.132370964,129159.9167,415499
1099,AL,monroe,59447.5,14,0,10,0,9,0,5,0,525930.9601,32.91087574,3.309759047,1,0,91948.04688,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,1,0,4864745,5.0,0.232072413,129159.9167,21545
1101,AL,montgomery,59447.5,149,0,218,0,145,0,34,0,525930.9601,32.91087574,3.309759047,20,0,215901.6563,266951.9358,48691.0,1.0,0.0,1.0,86.898,13,0,6,0,4864745,25.0,0.110097237,129159.9167,227072
1103,AL,morgan,59447.5,95,0,90,0,64,0,18,0,525930.9601,32.91087574,3.309759047,7,0,144490.4688,266951.9358,48691.0,1.0,0.0,1.0,86.898,4,0,2,0,4864745,17.0,0.142893165,129159.9167,118970
1105,AL,perry,59447.5,8,0,2,0,6,0,3,0,525930.9601,32.91087574,3.309759047,0,0,99372.88281,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,3.0,0.314861447,129159.9167,9528
1107,AL,pickens,59447.5,9,0,7,0,5,0,5,0,525930.9601,32.91087574,3.309759047,2,0,105781.1484,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,4.0,0.196957007,129159.9167,20309
1109,AL,pike,59447.5,20,0,34,1,23,0,7,0,525930.9601,32.91087574,3.309759047,2,0,129082.8906,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,1,0,4864745,6.0,0.178992271,129159.9167,33521
1111,AL,randolph,59447.5,20,0,10,0,7,0,3,0,525930.9601,32.91087574,3.309759047,0,0,109048.7031,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,0,1,0,4864745,4.0,0.177714586,129159.9167,22508
1113,AL,russell,59447.5,35,0,48,0,23,0,12,0,525930.9601,32.91087574,3.309759047,4,0,156708.2969,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,1,0,4864745,11.0,0.188977465,129159.9167,58208
1115,AL,st clair,59447.5,53,0,55,0,42,0,14,0,525930.9601,32.91087574,3.309759047,3,0,119841.6875,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,0,3,0,4864745,12.0,0.137420833,129159.9167,87323
1117,AL,shelby,59447.5,106,0,162,0,120,0,26,0,525930.9601,32.91087574,3.309759047,31,0,86235.28906,266951.9358,48691.0,1.0,0.0,1.0,86.898,9,0,5,0,4864745,26.0,0.122972146,129159.9167,211430
1119,AL,sumter,59447.5,20,1,8,0,6,0,2,0,525930.9601,32.91087574,3.309759047,1,0,92640.3125,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,4.0,0.308308929,129159.9167,12974
1121,AL,talladega,59447.5,78,0,50,0,44,0,8,0,525930.9601,32.91087574,3.309759047,0,0,140071.75,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,2,0,4864745,12.0,0.149127603,129159.9167,80468
1123,AL,tallapoosa,59447.5,35,0,23,0,19,0,6,0,525930.9601,32.91087574,3.309759047,1,0,118725.6875,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,1,0,4864745,8.0,0.197190046,129159.9167,40570
1125,AL,tuscaloosa,59447.5,128,0,171,0,122,0,25,0,525930.9601,32.91087574,3.309759047,12,0,169247.6563,266951.9358,48691.0,1.0,0.0,1.0,86.898,4,0,4,0,4864745,22.0,0.106478751,129159.9167,206614
1127,AL,walker,59447.5,47,0,45,0,39,0,10,0,525930.9601,32.91087574,3.309759047,5,0,140720.0781,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,2,0,4864745,11.0,0.170415819,129159.9167,64548
1129,AL,washington,59447.5,10,0,2,0,5,0,3,0,525930.9601,32.91087574,3.309759047,0,0,57604.73828,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,3.0,0.180614084,129159.9167,16610
1131,AL,wilcox,59447.5,9,0,3,0,2,0,7,0,525930.9601,32.91087574,3.309759047,0,0,53028.8125,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,5.0,0.460787028,129159.9167,10851
1133,AL,winston,59447.5,24,1,11,0,17,0,6,0,525930.9601,32.91087574,3.309759047,2,0,98182.6875,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,0,0,4864745,6.0,0.25098303,129159.9167,23906
2013,AK,aleutians east,10039.0,0,0,1,0,1,0,4,1,52479.8034,26.54076646,3.065642126,0,0,12905.23047,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,3.0,0.885478139,19120.9167,3388
2016,AK,aleutians west,10039.0,1,0,0,0,4,0,4,0,52479.8034,26.54076646,3.065642126,0,0,9551.696289,25979.1442,4688.0,0.0,0.0,0.0,71.454,1,0,0,0,741504,3.0,0.526500523,19120.9167,5698
2020,AK,anchorage,10039.0,51,0,208,0,247,0,33,0,52479.8034,26.54076646,3.065642126,44,0,158702.9219,25979.1442,4688.0,0.0,0.0,0.0,71.454,20,0,13,0,741504,24.0,0.080749355,19120.9167,297216
2050,AK,bethel,10039.0,5,0,6,0,6,0,23,1,52479.8034,26.54076646,3.065642126,1,0,62064.15625,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,14.0,0.776957631,19120.9167,18019
2060,AK,bristol bay,10039.0,0,0,0,0,2,2,2,2,52479.8034,26.54076646,3.065642126,0,0,9954.480469,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,2.0,2.214839458,19120.9167,903
2068,AK,denali,10039.0,3,1,3,1,6,2,1,0,52479.8034,26.54076646,3.065642126,0,0,39984.89844,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,3.0,0.615642279,19120.9167,2039
2070,AK,dillingham,10039.0,1,0,1,0,2,0,4,0,52479.8034,26.54076646,3.065642126,0,0,83100.47656,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,3.0,0.603621721,19120.9167,4970
2090,AK,fairbanks north star,10039.0,24,0,44,0,69,0,7,0,52479.8034,26.54076646,3.065642126,12,0,215064.8125,25979.1442,4688.0,0.0,0.0,0.0,71.454,6,0,4,0,741504,8.0,0.079457305,19120.9167,100683
2100,AK,haines,10039.0,0,0,1,0,5,1,3,1,52479.8034,26.54076646,3.065642126,0,0,6539.515137,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,2.0,0.791452289,19120.9167,2527
2105,AK,hoonahangoon,10039.0,3,0,2,0,1,0,4,0,52479.8034,26.54076646,3.065642126,0,0,12352.69531,25979.1442,4688.0,0.0,0.0,0.0,71.454,1,0,0,0,741504,2.0,0.939849615,19120.9167,2128
2110,AK,juneau,10039.0,7,0,28,0,31,0,4,0,52479.8034,26.54076646,3.065642126,8,0,48315.52344,25979.1442,4688.0,0.0,0.0,0.0,71.454,3,0,3,0,741504,5.0,0.154320985,19120.9167,32400
2122,AK,kenai peninsula,10039.0,18,0,44,0,69,1,17,0,52479.8034,26.54076646,3.065642126,8,0,63800.80078,25979.1442,4688.0,0.0,0.0,0.0,71.454,9,0,2,0,741504,11.0,0.188188598,19120.9167,58452
2130,AK,ketchikan gateway,10039.0,3,0,11,0,13,0,4,0,52479.8034,26.54076646,3.065642126,3,0,58915.78906,25979.1442,4688.0,0.0,0.0,0.0,71.454,6,0,0,0,741504,3.0,0.21875456,19120.9167,13714
2150,AK,kodiak island,10039.0,2,0,6,0,11,0,5,0,52479.8034,26.54076646,3.065642126,0,0,115462.7422,25979.1442,4688.0,0.0,0.0,0.0,71.454,1,0,0,0,741504,2.0,0.145878926,19120.9167,13710
2164,AK,lake and peninsula,10039.0,2,1,0,0,0,0,2,1,52479.8034,26.54076646,3.065642126,0,0,21639.2207,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,1.0,0.625782251,19120.9167,1598
2170,AK,matanuskasusitna,10039.0,17,0,36,0,54,0,10,0,52479.8034,26.54076646,3.065642126,7,0,192987.9375,25979.1442,4688.0,0.0,0.0,0.0,71.454,5,0,3,0,741504,6.0,0.057605345,19120.9167,104157
2180,AK,nome,10039.0,1,0,1,0,10,1,19,1,52479.8034,26.54076646,3.065642126,0,0,45261.57813,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,15.0,1.505872846,19120.9167,9961
2185,AK,north slope,10039.0,2,0,3,0,4,0,8,0,52479.8034,26.54076646,3.065642126,1,0,73734.45313,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,6.0,0.617411017,19120.9167,9718
2188,AK,northwest arctic,10039.0,2,0,3,0,1,0,8,1,52479.8034,26.54076646,3.065642126,0,0,76195.17188,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,13.0,1.690726995,19120.9167,7689
2195,AK,petersburg,10039.0,4,0,3,0,1,0,3,0,52479.8034,26.54076646,3.065642126,0,0,23000.42578,25979.1442,4688.0,0.0,0.0,0.0,71.454,2,0,0,0,741504,3.0,0.917431176,19120.9167,3270
2198,AK,prince of waleshyder,10039.0,5,0,3,0,2,0,5,0,52479.8034,26.54076646,3.065642126,0,0,33520.34766,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,4.0,0.613873541,19120.9167,6516
2220,AK,sitka,10039.0,2,0,4,0,7,0,4,0,52479.8034,26.54076646,3.065642126,2,0,32057.09375,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,3.0,0.343327999,19120.9167,8738
2230,AK,skagway,10039.0,1,0,2,0,9,0,2,0,52479.8034,26.54076646,3.065642126,0,0,39984.89844,25979.1442,4688.0,0.0,0.0,0.0,71.454,2,0,0,0,741504,3.0,0.615642279,19120.9167,1132
2240,AK,southeast fairbanks,10039.0,5,0,3,0,6,0,4,0,52479.8034,26.54076646,3.065642126,0,0,39984.89844,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,3.0,0.43802014,19120.9167,6849
2261,AK,valdezcordova,10039.0,8,0,7,0,14,1,8,0,52479.8034,26.54076646,3.065642126,2,0,21036.02734,25979.1442,4688.0,0.0,0.0,0.0,71.454,2,0,0,0,741504,4.0,0.429276675,19120.9167,9318
2275,AK,wrangell,10039.0,1,0,1,0,1,0,3,0,52479.8034,26.54076646,3.065642126,0,0,18351.47461,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,2.0,0.799680114,19120.9167,2501
2282,AK,yakutat,10039.0,0,0,0,0,0,0,2,3,52479.8034,26.54076646,3.065642126,0,0,6489.169922,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,2.0,3.262642622,19120.9167,613
2290,AK,yukonkoyukuk,10039.0,4,0,0,0,2,0,9,1,52479.8034,26.54076646,3.065642126,0,0,16914.34375,25979.1442,4688.0,0.0,0.0,0.0,71.454,0,0,0,0,741504,7.0,1.290798426,19120.9167,5423
4001,AZ,apache,42618.0,41,0,12,0,17,0,9,0,641045.1876,28.44362313,2.850141825,0,0,74508.1875,315991.8495,13924.0,1.0,1.0,1.0,73.5,0,0,0,0,6945452,27.0,0.378135383,163997.75,71403
4003,AZ,cochise,42618.0,59,0,58,0,85,0,16,0,641045.1876,28.44362313,2.850141825,6,0,159875.7656,315991.8495,13924.0,1.0,1.0,1.0,73.5,9,0,3,0,6945452,17.0,0.135154471,163997.75,125782
4005,AZ,coconino,42618.0,80,0,128,0,169,1,20,0,641045.1876,28.44362313,2.850141825,12,0,60332.86719,315991.8495,13924.0,1.0,1.0,1.0,73.5,12,0,3,0,6945452,22.0,0.156566918,163997.75,140515
4007,AZ,gila,42618.0,31,0,32,0,53,0,6,0,641045.1876,28.44362313,2.850141825,2,0,71534.14063,315991.8495,13924.0,1.0,1.0,1.0,73.5,1,0,2,0,6945452,8.0,0.149801508,163997.75,53404
4009,AZ,graham,42618.0,18,0,15,0,16,0,6,0,641045.1876,28.44362313,2.850141825,2,0,75399.75,315991.8495,13924.0,1.0,1.0,1.0,73.5,2,0,1,0,6945452,5.0,0.132194698,163997.75,37823
4011,AZ,greenlee,42618.0,6,0,3,0,7,0,2,0,641045.1876,28.44362313,2.850141825,0,0,118121.7422,315991.8495,13924.0,1.0,1.0,1.0,73.5,0,0,0,0,6945452,1.0,0.103616208,163997.75,9651
4012,AZ,la paz,42618.0,21,1,16,0,29,1,6,0,641045.1876,28.44362313,2.850141825,0,0,12420.22461,315991.8495,13924.0,1.0,1.0,1.0,73.5,1,0,1,0,6945452,6.0,0.290402204,163997.75,20661
4013,AZ,maricopa,42618.0,970,0,3055,0,2495,0,467,0,641045.1876,28.44362313,2.850141825,367,0,162719.8281,315991.8495,13924.0,1.0,1.0,1.0,73.5,213,0,97,0,6945452,417.0,0.097919434,163997.75,4258603
4015,AZ,mohave,42618.0,91,0,122,0,126,0,17,0,641045.1876,28.44362313,2.850141825,13,0,118076.3906,315991.8495,13924.0,1.0,1.0,1.0,73.5,11,0,4,0,6945452,20.0,0.097313657,163997.75,205521
4017,AZ,navajo,42618.0,57,0,62,0,75,0,14,0,641045.1876,28.44362313,2.850141825,4,0,83482.0,315991.8495,13924.0,1.0,1.0,1.0,73.5,3,0,3,0,6945452,24.0,0.221151277,163997.75,108523
4019,AZ,pima,42618.0,283,0,666,0,635,0,122,0,641045.1876,28.44362313,2.850141825,116,0,124668.4922,315991.8495,13924.0,1.0,1.0,1.0,73.5,69,0,17,0,6945452,97.0,0.095320076,163997.75,1017624
4021,AZ,pinal,42618.0,83,0,132,0,116,0,31,0,641045.1876,28.44362313,2.850141825,13,0,167252.9219,315991.8495,13924.0,1.0,1.0,1.0,73.5,11,0,7,0,6945452,31.0,0.074275874,163997.75,417363
4023,AZ,santa cruz,42618.0,16,0,24,0,39,0,10,0,641045.1876,28.44362313,2.850141825,2,0,444952.25,315991.8495,13924.0,1.0,1.0,1.0,73.5,5,0,1,0,6945452,4.0,0.086080745,163997.75,46468
4025,AZ,yavapai,42618.0,81,0,139,0,214,0,29,0,641045.1876,28.44362313,2.850141825,24,0,115459.7578,315991.8495,13924.0,1.0,1.0,1.0,73.5,13,0,6,0,6945452,22.0,0.097955838,163997.75,224591
4027,AZ,yuma,42618.0,66,0,121,0,81,0,31,0,641045.1876,28.44362313,2.850141825,12,0,239264.0781,315991.8495,13924.0,1.0,1.0,1.0,73.5,5,0,6,0,6945452,26.0,0.125289127,163997.75,207520
5001,AR,arkansas,66903.0,17,0,9,0,13,0,3,0,317039.3144,30.7490413,3.595835277,1,0,125052.2656,183707.1797,35767.0,0.0,0.0,1.0,72.327,0,0,1,0,2990410,4.0,0.220446408,80554.6667,18145
5003,AR,ashley,66903.0,14,0,15,0,7,0,2,0,317039.3144,30.7490413,3.595835277,2,0,102535.1328,183707.1797,35767.0,0.0,0.0,1.0,72.327,0,0,1,0,2990410,4.0,0.194884285,80554.6667,20525
5005,AR,baxter,66903.0,16,0,31,0,33,0,8,0,317039.3144,30.7490413,3.595835277,3,0,100542.2422,183707.1797,35767.0,0.0,0.0,1.0,72.327,2,0,1,0,2990410,6.0,0.145847008,80554.6667,41139
5007,AR,benton,66903.0,81,0,163,0,169,0,37,0,317039.3144,30.7490413,3.595835277,23,0,101268.7266,183707.1797,35767.0,0.0,0.0,1.0,72.327,18,0,7,0,2990410,28.0,0.108010523,80554.6667,259234
