FIPS,State,County,CACFP_PART_2016,CONVS16,FFR16,FSR16,GROC16,NSLP_PART_2016,PCT_WICINFANTCHILD16,PCT_WICWOMEN16,RECFAC16,REDEMP_WICS16,SBP_PART_2016,SFSP_PART_2016,SNAP_BBCE16,SNAP_CAP16,SNAP_OAPP16,SNAP_PART_RATE16,SPECS16,SUPERC16,State_Population_2016,WICS16,WIC_PART_2016,Population_Estimate_2016,Under_18_years,18_to_34_years,35_to_64_years,65_years_and_over,White,African_american,Native_american,Asian,Pacific_islander,Latino,Some_HS,HS_GED,Some_college,Bachelors,Employed,Unemployed,Some_work,Lessthan10000,10000to14999,15000to24999,25000to34999,35000to49999,50000to74999,75000to99999,100000to149999,150000to199999,Medianincomedollars,Meanincomedollars,Householdincomeinthepast12months
1021,AL,chilton,59447.5,33,22,23,5,525930.9601,32.91087574,3.309759047,2,128836.7734,266951.9358,48691.0,1.0,0.0,1.0,86.898,3,1,4864745,6.0,129159.9167,43896,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1023,AL,choctaw,59447.5,15,6,7,3,525930.9601,32.91087574,3.309759047,0,88731.125,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,3.0,129159.9167,13049,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1025,AL,clarke,59447.5,13,25,13,6,525930.9601,32.91087574,3.309759047,2,101550.5234,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,2,4864745,8.0,129159.9167,24349,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1027,AL,clay,59447.5,6,4,8,3,525930.9601,32.91087574,3.309759047,0,83847.27344,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,3.0,129159.9167,13393,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1029,AL,cleburne,59447.5,12,5,2,2,525930.9601,32.91087574,3.309759047,0,53583.84375,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,4.0,129159.9167,14853,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1031,AL,coffee,59447.5,29,40,31,7,525930.9601,32.91087574,3.309759047,4,159640.5469,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,1,4864745,7.0,129159.9167,51145,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1033,AL,colbert,59447.5,45,53,36,8,525930.9601,32.91087574,3.309759047,5,113261.4844,266951.9358,48691.0,1.0,0.0,1.0,86.898,4,1,4864745,9.0,129159.9167,54367,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1035,AL,conecuh,59447.5,15,7,3,1,525930.9601,32.91087574,3.309759047,0,130550.9922,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,2.0,129159.9167,12501,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1037,AL,coosa,59447.5,8,1,1,1,525930.9601,32.91087574,3.309759047,0,54895.16016,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,1.0,129159.9167,10826,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1039,AL,covington,59447.5,34,27,19,6,525930.9601,32.91087574,3.309759047,4,106574.375,266951.9358,48691.0,1.0,0.0,1.0,86.898,3,1,4864745,7.0,129159.9167,37382,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1041,AL,crenshaw,59447.5,7,8,6,4,525930.9601,32.91087574,3.309759047,0,88526.45313,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,0,4864745,3.0,129159.9167,13922,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1043,AL,cullman,59447.5,53,63,43,15,525930.9601,32.91087574,3.309759047,4,123863.7969,266951.9358,48691.0,1.0,0.0,1.0,86.898,4,2,4864745,12.0,129159.9167,82456,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1045,AL,dale,59447.5,29,35,27,6,525930.9601,32.91087574,3.309759047,2,128246.2734,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,1,4864745,6.0,129159.9167,49301,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1047,AL,dallas,59447.5,36,25,12,8,525930.9601,32.91087574,3.309759047,2,169233.0625,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,1,4864745,8.0,129159.9167,40092,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1049,AL,dekalb,59447.5,50,40,32,16,525930.9601,32.91087574,3.309759047,3,139574.2344,266951.9358,48691.0,1.0,0.0,1.0,86.898,3,1,4864745,11.0,129159.9167,71101,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1051,AL,elmore,59447.5,55,39,40,8,525930.9601,32.91087574,3.309759047,4,150784.3281,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,2,4864745,9.0,129159.9167,81263,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1053,AL,escambia,59447.5,30,28,19,4,525930.9601,32.91087574,3.309759047,2,148498.1719,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,2,4864745,6.0,129159.9167,37488,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1055,AL,etowah,59447.5,70,85,58,14,525930.9601,32.91087574,3.309759047,8,156642.7031,266951.9358,48691.0,1.0,0.0,1.0,86.898,6,2,4864745,14.0,129159.9167,102849,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1057,AL,fayette,59447.5,8,13,9,4,525930.9601,32.91087574,3.309759047,0,74313.35938,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,1,4864745,4.0,129159.9167,16555,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1059,AL,franklin,59447.5,20,17,17,10,525930.9601,32.91087574,3.309759047,3,129105.8203,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,1,4864745,7.0,129159.9167,31654,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1061,AL,geneva,59447.5,15,10,19,10,525930.9601,32.91087574,3.309759047,0,64855.32813,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,0,4864745,7.0,129159.9167,26498,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1063,AL,greene,59447.5,13,2,2,2,525930.9601,32.91087574,3.309759047,0,125394.2422,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,2.0,129159.9167,8483,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1065,AL,hale,59447.5,12,10,4,2,525930.9601,32.91087574,3.309759047,0,153736.6094,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,2.0,129159.9167,14835,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1067,AL,henry,59447.5,12,13,8,2,525930.9601,32.91087574,3.309759047,0,53174.51172,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,0,4864745,4.0,129159.9167,17083,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1069,AL,houston,59447.5,71,116,73,17,525930.9601,32.91087574,3.309759047,10,110966.2734,266951.9358,48691.0,1.0,0.0,1.0,86.898,6,3,4864745,22.0,129159.9167,104239,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1071,AL,jackson,59447.5,42,32,26,11,525930.9601,32.91087574,3.309759047,1,71070.08594,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,1,4864745,11.0,129159.9167,52048,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1073,AL,jefferson,59447.5,459,709,392,107,525930.9601,32.91087574,3.309759047,73,135000.4688,266951.9358,48691.0,1.0,0.0,1.0,86.898,40,19,4864745,79.0,129159.9167,660326,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1075,AL,lamar,59447.5,9,6,7,4,525930.9601,32.91087574,3.309759047,0,49199.70313,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,4.0,129159.9167,13927,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1077,AL,lauderdale,59447.5,49,71,69,19,525930.9601,32.91087574,3.309759047,9,82345.20313,266951.9358,48691.0,1.0,0.0,1.0,86.898,4,3,4864745,18.0,129159.9167,92457,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1079,AL,lawrence,59447.5,20,15,15,3,525930.9601,32.91087574,3.309759047,2,123161.2891,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,1,4864745,4.0,129159.9167,33233,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1081,AL,lee,59447.5,79,145,102,18,525930.9601,32.91087574,3.309759047,7,121025.6719,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,3,4864745,16.0,129159.9167,159297,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1083,AL,limestone,59447.5,59,52,44,10,525930.9601,32.91087574,3.309759047,7,144126.0156,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,1,4864745,8.0,129159.9167,92841,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1085,AL,lowndes,59447.5,9,1,2,2,525930.9601,32.91087574,3.309759047,1,81811.75781,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,2.0,129159.9167,10253,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1087,AL,macon,59447.5,13,9,3,4,525930.9601,32.91087574,3.309759047,0,78506.99219,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,0,4864745,4.0,129159.9167,19064,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1089,AL,madison,59447.5,217,333,223,46,525930.9601,32.91087574,3.309759047,50,103763.4375,266951.9358,48691.0,1.0,0.0,1.0,86.898,23,14,4864745,44.0,129159.9167,356821,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1091,AL,marengo,59447.5,21,18,12,3,525930.9601,32.91087574,3.309759047,2,110890.7422,266951.9358,48691.0,1.0,0.0,1.0,86.898,1,1,4864745,5.0,129159.9167,19516,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1093,AL,marion,59447.5,23,19,21,3,525930.9601,32.91087574,3.309759047,3,91081.64063,266951.9358,48691.0,1.0,0.0,1.0,86.898,2,2,4864745,6.0,129159.9167,29964,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1095,AL,marshall,59447.5,74,80,62,22,525930.9601,32.91087574,3.309759047,4,184169.875,266951.9358,48691.0,1.0,0.0,1.0,86.898,4,3,4864745,16.0,129159.9167,95123,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1097,AL,mobile,59447.5,250,276,218,56,525930.9601,32.91087574,3.309759047,31,166927.2031,266951.9358,48691.0,1.0,0.0,1.0,86.898,25,10,4864745,55.0,129159.9167,415499,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1099,AL,monroe,59447.5,14,10,9,5,525930.9601,32.91087574,3.309759047,1,91948.04688,266951.9358,48691.0,1.0,0.0,1.0,86.898,0,1,4864745,5.0,129159.9167,21545,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
1101,AL,montgomery,59447.5,149,218,145,34,525930.9601,32.91087574,3.309759047,20,215901.6563,266951.9358,48691.0,1.0,0.0,1.0,86.898,13,6,4864745,25.0,129159.9167,227072,265901,219125,248882,76323,414184,343485,4139,7410,0,58715,133019,157666,109762,36853,162504,50774,148663,9.5,6.5,12.2,11.1,13.7,17.4,11.4,11.0,3.9,46257.0,64632.0,37.8
