FIPS,State,County,CHILDPOVRATE15,FARM_TO_SCHOOL15,FDPIR15,LACCESS_BLACK15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,LACCESS_HHNV10,LACCESS_HHNV15,LACCESS_HISP15,LACCESS_LOWI10,LACCESS_LOWI15,LACCESS_MULTIR15,LACCESS_NHASIAN15,LACCESS_NHNA15,LACCESS_NHPI15,LACCESS_POP10,LACCESS_POP15,LACCESS_SENIORS10,LACCESS_SENIORS15,LACCESS_SNAP15,LACCESS_WHITE15,MEDHHINC15,PCH_LACCESS_HHNV_10_15,PCH_LACCESS_LOWI_10_15,PCH_LACCESS_POP_10_15,PCH_LACCESS_SENIORS_10_15,PCT_18YOUNGER10,PCT_65OLDER10,PCT_FREE_LUNCH10,PCT_FREE_LUNCH15,PCT_HISP10,PCT_LACCESS_BLACK15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,PCT_LACCESS_HISP15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,PCT_LACCESS_MULTIR15,PCT_LACCESS_NHASIAN15,PCT_LACCESS_NHNA15,PCT_LACCESS_NHPI15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,PCT_LACCESS_SNAP15,PCT_LACCESS_WHITE15,PCT_NHASIAN10,PCT_NHBLACK10,PCT_NHNA10,PCT_NHPI10,PCT_NHWHITE10,PCT_REDUCED_LUNCH10,PCT_REDUCED_LUNCH15,PERCHLDPOV10,PERPOV10,POPLOSS10,POVRATE15,Population_Estimate_2015
1001,AL,autauga,18.8,0,0.0,4216.473194,4822.500269,4616.97148,-4.261872005,664.2164872,677.6727692,471.1361644,5344.427472,6543.676824,482.8486329,86.76797517,61.16986917,8.817960727,18428.43969,17496.69304,2388.233228,2180.809285,931.9351864,12640.61541,56580.0,2.025887979,22.43924831,-5.056025704,-8.68524653,26.77795899,11.99538216,36.11672052,52.190516515,2.400542413,7.726582239,8.837111779,8.460485386,3.284785556,3.351331631,0.863345301,9.793530396,11.991125,0.884808109,0.159000156,0.112092264,0.016158694,33.7696573,32.06225475,4.376377982,3.996278765,4.608749253,23.1636133,0.855765883,17.58259882,0.397647102,0.040314453,77.24615638,6.886106624,5.4928062385,0.0,0.0,0.0,12.7,54838
1003,AL,baldwin,19.6,1,0.0,3540.965826,7916.131932,7007.972675,-11.47226024,1571.779915,1394.162766,1377.874834,9952.144027,9886.831137,1127.696098,212.9463784,181.6496483,14.81963381,35210.81408,30561.26443,6404.008603,5580.66279,950.5352897,25483.18681,52387.0,-11.30038292,-0.656269542,-13.20489108,-12.8567256,22.98740844,16.77118481,36.76193858,39.44909638,4.384824294,1.94275688,4.34319915,3.844936041,2.14782716,1.905114466,0.755973354,5.460260624,5.424426597,0.618712368,0.11683339,0.099662386,0.008130817,19.3184726,16.76748933,3.513570133,3.061840062,1.298900369,13.98139347,0.735193263,9.308424547,0.628754835,0.043343483,83.50478699,5.542339783,6.346383887,0.0,0.0,0.0,12.9,202995
1005,AL,barbour,45.2,0,0.0,2713.12493,940.4193265,1031.927776,9.730600738,406.1423722,425.1449274,509.3775251,3135.676086,2948.790251,462.382655,17.09641004,39.96052669,8.082375985,5722.305602,6069.523628,770.2145501,824.1752624,422.5690403,2828.876711,31433.0,4.678791595,-5.959985343,6.067799405,7.005932608,21.90698183,14.23680664,66.38896121,63.98508258,5.051535128,9.881359689,3.425062194,3.758341321,4.135869371,4.329378079,1.85518274,11.42031572,10.73966657,1.684024675,0.062266125,0.145538576,0.029436486,20.84097171,22.10556007,2.805166443,3.001694513,4.30314705,10.30293444,0.389700259,46.69118986,0.218523509,0.087409404,46.75310485,4.582140068,2.31752797,1.0,1.0,0.0,32.0,26294
1007,AL,bibb,29.3,0,0.0,419.0999425,249.2047527,232.6426702,-6.645973782,275.060875,224.3881246,8.596762482,491.4490662,596.1628288,5.259244042,1.994317987,2.513097181,0.0,1044.867327,969.378841,150.5533234,137.6882309,53.81877202,540.5122387,40767.0,-18.42237664,21.30714448,-7.224695844,-8.545206548,22.69692341,12.68164957,53.5022779,52.2576761,1.771765219,1.828932762,1.087518013,1.015241851,3.458580095,2.821427444,0.037515874,2.144660992,2.601627008,0.022951098,0.008703111,0.01096704,0.0,4.559752683,4.230324421,0.657007739,0.600865071,0.676710323,2.358770407,0.096006982,21.9245036,0.279293039,0.030547676,75.02072878,9.253986333,9.060806743,1.0,0.0,0.0,22.2,22562
1009,AL,blount,22.2,0,0.0,95.84268727,384.9116074,910.686113,136.596168,705.4667827,719.931444,497.4898913,609.0277084,1650.959482,202.9141865,8.428994396,28.93824223,1.062851177,1548.175559,3724.428242,195.0490512,505.9142824,175.3703384,3387.241266,50487.0,2.050367451,171.0811772,140.5688567,159.3779766,24.60835281,14.72209623,43.93136026,46.62458543,8.070199923,0.167200529,0.671490191,1.58872006,3.269379844,3.336414144,0.867886486,1.062467654,2.880149823,0.353990068,0.014704641,0.050483658,0.001854177,2.700840095,6.497380137,0.340269096,0.882583096,0.812727493,5.909147039,0.200621053,1.263040368,0.497191305,0.031401556,88.88733819,8.097946592,7.89558147,0.0,0.0,0.0,14.7,57522
1011,AL,bullock,51.2,0,0.0,2634.506685,607.0978682,616.7153899,1.584179782,272.8442583,415.8613008,24.07888941,2199.359828,2154.7893,36.52317132,0.968748205,7.70528758,0.0,4089.983548,4141.900365,554.3880207,566.5393544,225.322525,1462.196457,28251.0,52.41709811,-2.026522788,1.269364948,2.191846354,22.26498076,13.45977643,90.12032932,52.190516515,7.119296317,24.13878216,5.56256064,5.650681601,7.285560969,11.10444061,0.220623872,20.15173014,19.74335074,0.334645147,0.008876198,0.070600033,0.0,37.47465226,37.95034236,5.079604368,5.190941491,6.01662283,13.39743867,0.18325087,69.97434488,0.18325087,0.036650174,21.9168041,0.126662445,5.4928062385,1.0,1.0,0.0,39.6,10400
1013,AL,butler,36.0,0,0.0,550.9011026,264.8260771,264.1401156,-0.259023413,395.0316718,320.168301,11.08490189,593.2251386,612.9347608,11.44098716,4.955498356,7.298759186,0.0,1307.819706,1304.328756,254.9544283,254.7681402,91.43779529,729.7324117,33868.0,-18.95123254,3.322452285,-0.266928936,-0.073067226,24.13710794,16.6563231,67.87410926,67.33652313,0.911825082,2.629976143,1.264267328,1.260992579,4.652357458,3.770678378,0.052918804,2.832029115,2.926121931,0.054618739,0.023657318,0.034843936,0.0,6.243470213,6.226804584,1.217140537,1.216251206,1.076878993,3.483708463,0.830667876,43.1899556,0.281663245,0.033417673,54.06024729,7.244655582,5.295055821,1.0,1.0,1.0,25.8,20176
1015,AL,calhoun,30.7,0,0.0,5465.72518,6959.887106,6167.764487,-11.38125673,1252.150186,1235.289629,970.8931906,11909.16286,10883.20997,886.5734644,235.0712025,118.2965151,21.96150679,30901.15059,27785.98677,4974.957133,4455.312468,1931.256358,21058.35896,42091.0,-1.346528287,-8.614819542,-10.08106093,-10.4452089,22.87723915,14.32884661,50.9823921,52.74082252,3.283237189,4.609625527,5.869756019,5.201704017,2.64551813,2.60989548,0.818821636,10.04382389,9.178566583,0.747708957,0.198251866,0.099767664,0.018521663,26.06108574,23.43385181,4.195726759,3.757474335,4.080320208,17.75997618,0.699996627,20.3901427,0.404817326,0.079276726,73.61350066,7.096843461,6.127518631,0.0,0.0,0.0,20.0,115536
1017,AL,chambers,34.4,0,0.0,2616.963013,1531.676677,1595.35385,4.157350821,616.6968134,730.2010667,126.7866311,3018.284747,3533.916216,104.1896201,108.4934056,20.68814574,0.061101226,6748.213223,7131.505717,1170.805467,1266.433475,502.6320283,4281.110416,35560.0,18.40519536,17.08359259,5.679910836,8.167711045,22.51351746,16.6768961,65.13009629,65.33101045,1.566564372,7.648583993,4.476623344,4.662732281,4.426159574,5.24080289,0.370558618,8.821524906,10.32855828,0.304514453,0.317093104,0.060465134,0.00017858,19.72296719,20.84321414,3.421906963,3.701398436,3.607493206,12.51237883,0.485167324,38.59710653,0.166593599,0.020458863,58.14116616,5.7365294,5.836236934,1.0,0.0,1.0,22.4,34007
1019,AL,cherokee,30.2,1,0.0,1.410913298,17.32604694,18.74760093,8.204722049,378.7374593,299.8869228,0.348952026,34.48386235,57.46490172,1.003704677,0.0,0.217044921,0.0,79.41023456,103.5224989,9.222339636,13.77900349,4.888563305,100.8908362,39144.0,-20.81931283,66.64288106,30.36417718,49.40897903,21.41675324,17.89603294,50.82087724,53.38941118,1.231290161,0.005428886,0.066666847,0.072136677,3.564252393,2.822199537,0.001342691,0.132686376,0.2211124,0.003862037,0.0,0.000835141,0.0,0.305553252,0.398331982,0.03548555,0.053018598,0.046005678,0.388205919,0.188541306,4.640424795,0.469429374,0.003847782,92.07356959,9.629992649,9.797130134,0.0,0.0,0.0,19.4,25739
1021,AL,chilton,28.1,0,0.0,245.0090637,333.4918078,337.0499231,1.066927341,499.8050984,641.1107684,80.89555631,736.9575767,637.4195275,59.31806504,2.446085968,9.4605826,27.70912378,1456.677891,1469.89911,241.6945694,246.4547517,115.4552044,1125.956187,42767.0,28.27215457,-13.50661861,0.907628202,1.969503226,25.11284742,13.56689503,52.30945413,55.92147746,7.836308228,0.561393726,0.764135847,0.772288622,3.018511284,3.87190946,0.18535746,1.688604305,1.460530961,0.135916562,0.005604761,0.021677205,0.063490419,3.337712557,3.368006577,0.553799165,0.564706257,0.697277475,2.579923899,0.286414774,9.557088193,0.307036638,0.0252045,81.10120752,6.820206133,5.165956348,0.0,0.0,0.0,20.2,43717
1023,AL,choctaw,33.5,0,0.0,1945.209927,534.2438181,557.5538692,4.363185925,380.7032748,423.0366236,11.32193666,1611.534003,1010.379176,8.86854066,0.0,5.000000157,0.0,2612.253868,2702.895199,438.8776458,452.8804652,360.0712887,743.8167363,35089.0,11.11977534,-37.30326665,3.469851514,3.190597537,22.66397287,18.17591457,68.343697,56.78929766,0.526733531,14.03571633,3.85485113,4.023045452,6.489997865,7.211671047,0.081693749,11.62806842,7.290419052,0.063991202,0.0,0.03607764,0.0,18.84879045,19.50281549,3.166733861,3.267771594,6.138276317,5.367030351,0.086586334,43.22101162,0.129879501,0.0,55.55956418,8.083663086,0.0,1.0,1.0,1.0,24.4,13233
1025,AL,clarke,30.9,0,0.0,3395.893712,1360.621666,1523.27705,11.9544902,752.0063502,943.7213259,80.77300899,2901.694996,2881.596829,54.99088723,13.88110232,17.7697486,0.988259672,5060.660983,5712.926332,729.1345058,842.5925592,428.8808925,2229.402621,37317.0,25.49379745,-0.692635415,12.88893586,15.56064793,24.73193202,16.15762784,60.06493506,53.25443787,1.049045794,13.14556463,5.26699054,5.896632408,7.274899392,9.129547508,0.312673747,11.23251266,11.1547123,0.212870697,0.053733993,0.068787011,0.003825571,19.58990819,22.11483889,2.822492571,3.261690702,4.148988028,8.630056986,0.286455309,43.66507955,0.371617698,0.015484071,53.97359966,7.345779221,3.229783037,1.0,1.0,0.0,22.2,24703
1027,AL,clay,27.3,0,0.0,64.565817,164.052881,143.2278427,-12.69410093,186.3709324,192.8890387,11.1301352,268.7410821,324.1809049,15.9832988,0.960742453,2.767728446,0.0,742.7716979,642.7409199,134.7189454,109.3991982,41.04094818,558.463331,38908.0,3.497383525,20.62945581,-13.46723068,-18.79449625,22.5667528,17.57823715,52.42013553,52.12335693,2.863910422,0.463435379,1.177525704,1.028049402,3.286965297,3.40192308,0.079888998,1.928948336,2.32687988,0.114723649,0.006895941,0.019865981,0.0,5.331407536,4.613414585,0.966974917,0.785236852,0.723826247,4.008493619,0.165087568,14.69997129,0.39477462,0.0,80.2899799,11.9070668,9.605662285,0.0,0.0,0.0,18.4,13413
1029,AL,cleburne,27.7,0,0.0,1.903723478,31.67116727,188.5216706,495.2469921,208.8075708,209.2639517,13.6692528,80.38999127,310.177285,14.05641705,0.119914184,1.679663426,0.0,146.8634959,789.5351429,29.17774384,112.0748496,39.54564864,771.7754258,42136.0,0.218565319,285.8406751,437.5979499,284.1107463,23.7176062,15.76943628,48.55751218,52.190516515,2.050494256,0.012715225,0.211535982,1.259161572,3.544518261,3.552265349,0.091298776,0.536935555,2.07171577,0.093884698,0.000800923,0.011218698,0.0,0.980921025,5.27341132,0.194882072,0.748562982,0.671289232,5.154791783,0.153620091,3.299492386,0.333956719,0.006679134,93.21399947,10.22855002,5.4928062385,0.0,0.0,0.0,18.9,14917
1031,AL,coffee,23.7,1,0.0,1130.790729,2727.296868,2569.549716,-5.784011056,884.1118849,543.2931099,606.8316581,3708.844615,2987.491344,521.2422909,233.563263,108.205788,29.90816106,11395.3204,10486.08598,1493.505415,1103.329245,396.5443378,8462.375776,46858.0,-38.54928102,-19.44954145,-7.979015862,-26.1248581,24.19316089,14.43501241,36.33523645,41.56994502,6.366621286,2.263935951,5.46027242,5.144449659,4.454188548,2.737130888,1.21492684,7.425411658,5.98120314,1.043569895,0.467612843,0.216636878,0.059878596,22.81436775,20.99400573,2.990120556,2.208955804,1.997805118,16.94237162,1.259309682,16.53119244,1.205253464,0.10210619,72.34323697,7.939243779,5.396049684,0.0,0.0,0.0,16.2,50952
1033,AL,colbert,26.9,1,0.0,1254.05606,2271.976381,2607.221979,14.75568148,532.4915335,682.2699334,199.1002813,2770.284911,3565.961744,264.3318978,81.87426588,38.72050789,1.0,9519.551153,11095.6663,1593.647086,1868.019982,838.6799864,9455.683577,41171.0,28.12784627,28.72184121,16.55661203,17.21666602,22.10994341,17.38627177,44.41281139,43.70926085,2.008157566,2.304064195,4.174278645,4.790221906,2.338258172,2.995959836,0.365804882,5.08981574,6.551704535,0.485654255,0.15042674,0.071140788,0.00183729,17.49017262,20.38595264,2.927991265,3.432093742,3.682782182,17.37282938,0.411552877,15.98809436,0.481369883,0.025722055,79.61710884,7.34282325,6.038617636,0.0,0.0,0.0,18.1,54370
1035,AL,conecuh,41.0,0,0.0,943.5728711,723.0978249,694.9691778,-3.890019595,372.4612989,325.6632103,21.90984193,1955.507812,1750.034804,48.18541346,3.985779594,14.39512161,0.0,3725.78157,3558.35944,779.0402213,749.7020029,428.0440601,2548.220255,29981.0,-12.56455067,-10.50739899,-4.493610993,-3.765943989,22.99667372,17.8560629,81.27559977,61.31147541,1.21711521,7.133148405,5.466418392,5.253773645,6.621534203,5.789568183,0.16563231,14.78309504,13.22977626,0.364268321,0.030131385,0.108823115,0.0,28.16587217,26.90020744,5.889327345,5.667538576,7.60967218,19.26383622,0.128515271,46.28061687,0.332627759,0.0,51.13395827,3.335283792,0.0,1.0,1.0,0.0,28.3,12680
1037,AL,coosa,32.2,0,0.0,480.2009476,498.0709808,500.4463765,0.476919113,169.1496671,280.1719889,28.54339624,752.8597844,1168.301536,32.66927264,1.610866123,3.342021793,0.0808191,2837.242738,2828.930334,565.5642203,564.9494347,147.3142863,2311.026408,36078.0,65.63555445,55.18182269,-0.292974746,-0.108703067,20.53904151,17.07253661,64.99608457,52.190516515,1.993240315,4.16154734,4.316413734,4.336999536,3.52836185,5.844221713,0.247364557,6.524480323,10.12480749,0.283120484,0.013960188,0.028962837,0.0007004,24.58828961,24.51625213,4.901327848,4.895999954,3.072888742,20.0279609,0.121327671,30.81722853,0.34665049,0.0,65.89825808,7.909162099,5.4928062385,0.0,0.0,0.0,20.3,10938
1039,AL,covington,34.1,0,0.0,316.6222947,681.5109678,783.9709878,15.03424374,663.0434589,512.5427244,26.08843548,1150.606434,1650.453898,42.32742636,4.166840099,18.7227853,0.0,3334.140948,3769.122248,657.1533103,728.613374,221.6449954,3387.282897,36355.0,-22.69847209,43.44208835,13.0462781,10.87418456,22.56851582,18.37415596,47.01964133,49.55414013,1.278962002,0.838401416,1.804610003,2.07591947,4.269161412,3.300127,0.069080989,3.046753433,4.370326751,0.112081097,0.011033603,0.049577083,0.0,8.828653377,9.980464049,1.740112036,1.92933503,1.427113485,8.969370839,0.391897259,12.40566662,0.518999073,0.002647954,84.07520191,5.943637916,6.496815287,1.0,0.0,0.0,22.3,37551
1041,AL,crenshaw,29.6,0,0.0,1288.965249,1297.00316,1278.332947,-1.439488602,372.7253655,250.8755645,35.68250291,2202.067047,2369.451736,93.15406389,9.556122019,15.7820747,0.0,5383.8864,5278.966487,779.0240731,758.593092,442.4002256,3871.50898,36759.0,-32.69157731,7.601253115,-1.948776512,-2.622637967,23.78829282,15.89242054,50.36972597,52.190516515,1.466992665,9.269130222,9.326931968,9.192671846,6.594574761,4.438704255,0.256597892,15.83537355,17.03906038,0.669883963,0.068719416,0.113491117,0.0,38.71628362,37.96178978,5.602071574,5.455149518,7.827321756,27.84056508,1.359125557,23.30648641,0.402703869,0.007191141,72.05522796,9.351892127,5.4928062385,1.0,0.0,0.0,19.9,13857
1043,AL,cullman,24.7,1,0.0,33.56790932,1477.525744,1433.057497,-3.009642761,985.3201156,1050.953043,366.7296901,2535.502139,2500.310001,191.1006126,55.31148202,24.17350347,1.306245387,6295.387759,5900.270202,1170.915966,1015.570676,354.2822244,5594.810444,39290.0,6.661076589,-1.387975068,-6.276302149,-13.26698881,23.18359326,15.93164689,44.7588525,43.13941589,4.295699326,0.041748015,1.837581454,1.782276817,3.092267498,3.298245805,0.456097418,3.153374299,3.10960625,0.237669593,0.068790242,0.030064303,0.001624562,7.829499986,7.33809691,1.456254466,1.263053349,1.111857345,6.958200189,0.421610328,1.021068079,0.493744248,0.022386389,92.73934781,8.918940045,8.486184366,0.0,0.0,0.0,19.4,81764
1045,AL,dale,29.0,1,0.0,2721.590867,3824.170242,4144.065574,8.365091306,538.9416152,615.0935476,1217.465176,5167.723678,5306.194211,990.8618411,157.249138,108.6346007,18.83359,13846.95984,14036.97012,1375.399645,1364.677324,685.8509338,10039.80009,45294.0,14.12990391,2.679526646,1.372216539,-0.779578568,24.82935663,13.4504786,51.87854624,52.190516515,5.61381863,5.415993447,7.610137593,8.246732551,2.685978646,3.065504847,2.422768055,10.28382257,10.55938033,1.97182512,0.31292738,0.216183958,0.037479035,27.55559062,27.933713,2.737059252,2.715721724,3.418145695,19.97930407,1.048735349,18.99663688,0.67063342,0.083580426,71.05331237,6.517405306,5.4928062385,0.0,0.0,0.0,18.5,49349
1047,AL,dallas,50.1,1,0.0,5682.523935,1959.974756,1941.888555,-0.922777245,1066.855647,988.8099812,51.47217931,5067.105731,5063.957922,62.49427703,20.94736255,8.772131744,0.169689558,7785.597207,7640.056868,1274.107116,1246.919871,1125.386849,1865.149459,29682.0,-7.315485107,-0.062122422,-1.869353577,-2.133827273,26.46052031,14.0689183,77.0073447,66.28319841,0.705157462,12.96787753,4.472785842,4.431511993,6.252084196,5.794713908,0.117462755,11.56345443,11.55627093,0.142615876,0.047803201,0.020018557,0.000387242,17.7672232,17.43509098,2.907592688,2.845549682,6.595094049,4.256388542,0.32861707,69.17845733,0.178000913,0.013692378,28.9274304,4.568654301,0.0,1.0,1.0,1.0,34.6,40948
1049,AL,dekalb,28.9,0,0.0,117.5070183,890.0090642,890.0090642,0.0,1109.969476,739.9427629,1077.655859,1603.039231,1540.906864,762.887411,19.74817098,37.25713771,15.35646331,2679.852662,2679.852662,258.2532407,258.2532407,185.3580792,1727.096467,37305.0,-33.33665663,-3.875910581,0.0,0.0,25.82795427,13.88713102,58.71183605,55.35188216,13.62696705,0.16524915,1.251612404,1.251612404,4.135196616,2.756660319,1.515498543,2.254340844,2.166964609,1.072842272,0.02777169,0.052394405,0.021595668,3.768654688,3.768654688,0.363179402,0.363179402,0.690552415,2.428801512,0.23344443,1.44707421,1.216442363,0.049220211,81.56070258,7.185278126,5.008183306,0.0,0.0,0.0,20.6,71112
1051,AL,elmore,19.9,0,0.0,5073.779727,3157.389343,3210.949788,1.696352237,878.8675789,981.2916718,421.3208563,5201.940725,5506.02451,422.0979895,56.90102571,58.96180271,4.94881563,15011.50492,15064.36659,1592.191833,1533.079912,580.8148285,9447.677189,53548.0,11.65409845,5.845583419,0.352141038,-3.712613029,23.58927153,11.89866714,41.04661933,45.99572062,2.684639925,6.397966946,3.981424843,4.048963833,3.105429416,3.467339217,0.531279846,6.559576214,6.943021714,0.5322598,0.071751416,0.074350028,0.006240389,18.9293027,18.99596054,2.007732158,1.933192832,2.052276699,11.91339191,0.648146981,19.94123804,0.339205326,0.063049317,74.96437714,6.614695894,7.397218401,0.0,0.0,0.0,14.0,80924
1053,AL,escambia,32.0,0,0.0,1790.373305,1285.770057,1201.964583,-6.517920842,557.9560123,567.5967619,96.48625212,2903.320779,2766.608819,137.3905455,3.611381238,111.9702098,0.464153837,5188.706191,5058.775403,803.1434271,843.729216,557.1417171,3014.965811,36840.0,1.727869111,-4.70881346,-2.504107634,5.053367505,22.64933845,15.16741042,61.70940171,64.73301401,1.873744096,4.672286086,3.3554374,3.136732646,3.941202319,4.009301137,0.251797417,7.576713325,7.219940028,0.358544183,0.009424518,0.292205459,0.001211289,13.54081837,13.2017417,2.095940466,2.20185604,3.935450428,7.868070176,0.224431744,31.73882408,3.324721418,0.031316057,61.34815627,7.145299145,4.93170126,1.0,1.0,0.0,24.4,37665
1055,AL,etowah,30.7,0,0.0,3694.82784,5286.960695,4933.015842,-6.694675312,1164.010964,1360.397062,517.4562776,9001.224579,9817.063943,612.9567331,133.5546985,61.23475166,5.331645982,24779.19275,23289.82682,4824.136583,4543.736213,1518.3736,18781.92115,42145.0,16.87149895,9.063648587,-6.010550624,-5.812446764,22.96849564,15.80771809,48.66143693,50.73407379,3.300775639,3.538090434,5.062683802,4.72375356,2.769081179,3.23626668,0.495505389,8.619385788,9.400616626,0.586954642,0.127889207,0.058637127,0.005105474,23.72804055,22.30185466,4.619493042,4.350987468,3.612079171,17.98517777,0.62912956,15.04931533,0.356219477,0.028727377,79.27702767,8.000249035,8.738669731,0.0,0.0,0.0,19.0,103003
1057,AL,fayette,29.4,0,0.0,111.581957,109.7868666,90.732398,-17.3558725,248.0121931,444.9219842,5.931032412,229.2411441,233.5222242,8.044222686,0.0,0.0,0.0,437.5118941,407.3867531,66.63527474,71.38033756,56.52492789,287.7605748,37085.0,79.3952058,1.867500787,-6.885559319,7.12094733,22.25508961,17.88759353,48.2815735,49.89596338,1.183226031,0.647189589,0.636777835,0.526259486,3.49312948,6.266506819,0.034400745,1.329627887,1.354458699,0.046657518,0.0,0.0,0.0,2.537624813,2.362895151,0.386493096,0.414015066,0.796125745,1.669048053,0.214604721,11.35664985,0.272605997,0.0,86.0274926,9.275362319,7.990012484,0.0,0.0,0.0,20.4,16693
1059,AL,franklin,32.4,1,0.0,80.91393755,813.9714487,918.6996745,12.8663267,459.4653077,456.15588,597.1944007,1155.260337,1306.401173,452.8548232,15.15059862,41.60029678,0.207850187,3073.774789,3663.441736,399.2148404,496.7614257,253.9985156,3072.714228,38535.0,-0.720278023,13.08283781,19.18380454,24.434609,24.81390361,15.21889982,56.98682386,37.64475616,14.85616957,0.25521681,2.567409313,2.897740583,3.739746929,3.712810354,1.883656323,3.643894576,4.120619394,1.428383873,0.047787657,0.131214663,0.000655596,9.695227066,11.55514048,1.25919392,1.566873031,2.067381699,9.69188187,0.160862983,3.819707292,0.381655312,0.006308352,79.63979309,8.789875173,0.0,0.0,0.0,0.0,21.1,31541
1061,AL,geneva,34.8,0,0.0,54.14462036,135.1430736,134.899977,-0.179880933,182.2589834,253.3625779,19.24613529,249.2305715,249.3572474,11.85222492,1.554446768,0.042956206,0.362794455,605.9970532,605.1933947,93.42048333,93.38329902,45.57798576,537.236358,36289.0,39.01239497,0.050826797,-0.132617558,-0.039803169,22.36282195,17.44680851,54.08394069,54.84652666,3.434117208,0.202107579,0.504453429,0.503546013,1.66903831,2.320170127,0.071840744,0.93031195,0.930784798,0.044241228,0.00580234,0.000160344,0.001354216,2.262027074,2.259027229,0.34871401,0.348575211,0.417380822,2.005361545,0.23889511,9.417693169,0.735349011,0.029861889,84.70324748,6.132194019,7.108239095,1.0,0.0,0.0,22.4,26636
1063,AL,greene,54.7,0,0.0,2528.735765,794.4206165,721.1120285,-9.227931211,301.2159165,314.0422534,20.35505475,1895.323466,1930.426929,12.92056825,1.927990615,10.13443429,0.0,3286.514964,2962.991009,522.3380058,475.5195007,461.3587508,409.2722489,25398.0,4.258186938,1.852109346,-9.843982423,-8.963258381,24.2564953,16.07517966,87.2754491,52.190516515,0.762852405,27.95727767,8.782980835,7.972493405,8.002548261,8.343311726,0.225042065,20.95437773,21.34247572,0.142847631,0.02131554,0.112044602,0.0,36.33515715,32.75833067,5.774881213,5.257263689,12.25714003,4.524845206,0.165837479,81.24930901,0.121614151,0.0,17.26920951,5.613772455,5.4928062385,1.0,1.0,1.0,37.7,8509
1065,AL,hale,38.6,0,0.0,589.9220991,26.00244253,428.4938194,1547.898342,506.517277,601.9782979,12.30251676,35.66001596,732.4471013,11.3912015,0.0,1.019297795,1.0,87.11485878,1864.54135,11.76429124,294.9883486,101.3286604,1261.208751,35470.0,18.84654783,1953.973005,2040.325286,2407.489338,24.84137056,15.03807107,67.64592192,61.03461109,0.888324873,3.743160527,0.164990118,2.718869413,8.074562043,9.596338241,0.078061655,0.226269137,4.647506988,0.072279197,0.0,0.006467626,0.006345178,0.552759256,11.83084613,0.074646518,1.871753481,1.61531421,8.002593595,0.222081218,58.78807107,0.145939086,0.006345178,39.42258883,7.267104755,5.880163751,1.0,1.0,0.0,28.5,15018
1067,AL,henry,27.5,1,0.0,189.0334553,94.71980448,146.7563945,54.93739169,345.8180348,317.6457136,4.810767096,172.8132423,370.6379022,8.822786138,0.0,4.432499626,0.117653085,386.3128906,805.472428,54.71389304,175.0371023,64.32821145,603.0660375,42501.0,-8.146573718,114.4730909,108.5026018,219.913449,22.64478095,17.59334181,53.35664336,54.2519685,2.248294995,1.092552626,0.547450032,0.8482048,4.944495779,4.541688785,0.027804688,0.998805007,2.14216797,0.050992869,0.0,0.025618423,0.000679997,2.232764366,4.655371795,0.316228719,1.011658203,0.919762817,3.485527902,0.260085539,28.40712056,0.312102647,0.011559357,67.80141024,7.237762238,6.220472441,1.0,0.0,0.0,17.0,17106
1069,AL,houston,29.5,1,0.0,4003.033033,5582.859229,4485.839386,-19.64978513,997.4132792,918.3181199,688.1757716,7445.464295,6379.797852,597.9511357,294.621203,56.85083658,10.43882819,21404.32788,18340.74904,2620.315374,2481.792342,740.7975315,13377.854,43568.0,-7.930028702,-14.31296156,-14.31289438,-5.286502294,24.54626922,14.45143628,53.64546788,57.95012437,2.949373197,3.942049527,5.497808137,4.417500651,2.434556077,2.241495081,0.677691878,7.332037672,6.282605938,0.588841754,0.290132848,0.055984752,0.0102798,21.07824739,18.06134011,2.580396638,2.443983911,1.808190416,13.17405142,0.793721134,25.64132865,0.38701291,0.042344924,68.66869528,6.168271991,6.14197334,1.0,0.0,0.0,18.3,104268
1071,AL,jackson,26.9,1,0.0,241.5987459,1129.401889,961.3403094,-14.88058245,752.3885816,755.9317365,208.2675456,2174.282572,1741.859186,224.8997688,21.47277523,62.36149315,3.708363771,4855.062529,4218.966738,722.6645885,652.2841802,228.7259969,3664.925587,40201.0,0.470920878,-19.8880951,-13.1017013,-9.739014403,22.51676781,16.48223646,50.0,51.61210317,2.515640558,0.453902617,2.121858998,1.80611402,3.497367088,3.51383692,0.391281766,4.084924139,3.272510542,0.422529485,0.040341885,0.11716139,0.006967073,9.121428088,7.926365826,1.357703024,1.225476131,1.063198982,6.885463369,0.309993049,3.327258722,1.27754711,0.054483627,90.06143499,9.8,9.908234127,0.0,0.0,0.0,18.4,52218
